mp,mp,fg,fga,fg%,3p,3pa,3p%,ft,fta,ft%,orb,drb,trb,ast,stl,blk,tov,pf,pts,gmsc,+/-,ts%,efg%,3par,ftr,orb%,drb%,trb%,ast%,stl%,blk%,tov%,usg%,ortg,drtg,mp_max,mp_max,fg_max,fga_max,fg%_max,3p_max,3pa_max,3p%_max,ft_max,fta_max,ft%_max,orb_max,drb_max,trb_max,ast_max,stl_max,blk_max,tov_max,pf_max,pts_max,gmsc_max,+/-_max,ts%_max,efg%_max,3par_max,ftr_max,orb%_max,drb%_max,trb%_max,ast%_max,stl%_max,blk%_max,tov%_max,usg%_max,ortg_max,drtg_max,team,total,home,index_opp,mp_opp,mp_opp,fg_opp,fga_opp,fg%_opp,3p_opp,3pa_opp,3p%_opp,ft_opp,fta_opp,ft%_opp,orb_opp,drb_opp,trb_opp,ast_opp,stl_opp,blk_opp,tov_opp,pf_opp,pts_opp,gmsc_opp,+/-_opp,ts%_opp,efg%_opp,3par_opp,ftr_opp,orb%_opp,drb%_opp,trb%_opp,ast%_opp,stl%_opp,blk%_opp,tov%_opp,usg%_opp,ortg_opp,drtg_opp,mp_max_opp,mp_max_opp,fg_max_opp,fga_max_opp,fg%_max_opp,3p_max_opp,3pa_max_opp,3p%_max_opp,ft_max_opp,fta_max_opp,ft%_max_opp,orb_max_opp,drb_max_opp,trb_max_opp,ast_max_opp,stl_max_opp,blk_max_opp,tov_max_opp,pf_max_opp,pts_max_opp,gmsc_max_opp,+/-_max_opp,ts%_max_opp,efg%_max_opp,3par_max_opp,ftr_max_opp,orb%_max_opp,drb%_max_opp,trb%_max_opp,ast%_max_opp,stl%_max_opp,blk%_max_opp,tov%_max_opp,usg%_max_opp,ortg_max_opp,drtg_max_opp,team_opp,total_opp,home_opp,season,date,won
240.0,240.0,41.0,87.0,0.471,13.0,38.0,0.342,9.0,13.0,0.692,13.0,29.0,42.0,32.0,5.0,9.0,14.0,22.0,104.0,,,0.561,0.546,0.437,0.149,29.5,61.7,46.2,78.0,5.5,16.7,13.1,100.0,114.7,98.2,,,8.0,19.0,1.0,4.0,12.0,1.0,4.0,5.0,1.0,2.0,8.0,9.0,7.0,1.0,5.0,4.0,5.0,21.0,15.9,18.0,1.025,1.125,1.0,0.5,79.8,40.4,38.6,85.7,1.9,14.8,100.0,32.9,232.0,112.0,GSW,104,1,0,240.0,240.0,33.0,90.0,0.367,11.0,36.0,0.306,12.0,20.0,0.6,18.0,31.0,49.0,24.0,7.0,6.0,15.0,17.0,89.0,,,0.45,0.428,0.4,0.222,38.3,70.5,53.8,72.7,7.7,12.2,13.2,100.0,98.2,114.7,,,9.0,21.0,0.75,4.0,14.0,0.5,3.0,7.0,1.0,6.0,6.0,12.0,6.0,3.0,2.0,4.0,4.0,23.0,14.6,6.0,0.846,0.75,0.8,0.75,100.0,62.1,77.2,34.8,10.3,7.6,33.3,61.7,159.0,125.0,NOP,89,0,2025,2024-10-30,True
265.0,265.0,44.0,109.0,0.404,19.0,57.0,0.333,25.0,31.0,0.806,18.0,33.0,51.0,23.0,11.0,5.0,14.0,19.0,132.0,,,0.538,0.491,0.523,0.284,30.5,67.3,47.2,52.3,9.7,7.6,10.2,100.0,115.8,118.5,,,11.0,30.0,0.889,5.0,18.0,1.0,12.0,15.0,1.0,7.0,7.0,9.0,5.0,4.0,2.0,3.0,4.0,37.0,27.7,18.0,1.164,1.167,0.786,1.2,40.1,39.6,32.4,22.9,6.1,5.9,23.3,31.3,179.0,126.0,BOS,132,0,1,265.0,265.0,50.0,104.0,0.481,15.0,38.0,0.395,20.0,24.0,0.833,16.0,41.0,57.0,33.0,10.0,5.0,19.0,26.0,135.0,,,0.589,0.553,0.365,0.231,32.7,69.5,52.8,66.0,8.8,9.6,14.2,100.0,118.5,115.8,,,11.0,20.0,1.0,6.0,10.0,0.75,10.0,11.0,1.0,5.0,8.0,11.0,12.0,2.0,2.0,4.0,6.0,30.0,24.2,10.0,1.0,1.0,0.526,0.8,14.4,20.7,14.3,39.3,11.0,8.1,80.0,25.0,143.0,121.0,IND,135,1,2025,2024-10-30,False
265.0,265.0,50.0,104.0,0.481,15.0,38.0,0.395,20.0,24.0,0.833,16.0,41.0,57.0,33.0,10.0,5.0,19.0,26.0,135.0,,,0.589,0.553,0.365,0.231,32.7,69.5,52.8,66.0,8.8,9.6,14.2,100.0,118.5,115.8,,,11.0,20.0,1.0,6.0,10.0,0.75,10.0,11.0,1.0,5.0,8.0,11.0,12.0,2.0,2.0,4.0,6.0,30.0,24.2,10.0,1.0,1.0,0.526,0.8,14.4,20.7,14.3,39.3,11.0,8.1,80.0,25.0,143.0,121.0,IND,135,1,0,265.0,265.0,44.0,109.0,0.404,19.0,57.0,0.333,25.0,31.0,0.806,18.0,33.0,51.0,23.0,11.0,5.0,14.0,19.0,132.0,,,0.538,0.491,0.523,0.284,30.5,67.3,47.2,52.3,9.7,7.6,10.2,100.0,115.8,118.5,,,11.0,30.0,0.889,5.0,18.0,1.0,12.0,15.0,1.0,7.0,7.0,9.0,5.0,4.0,2.0,3.0,4.0,37.0,27.7,18.0,1.164,1.167,0.786,1.2,40.1,39.6,32.4,22.9,6.1,5.9,23.3,31.3,179.0,126.0,BOS,132,0,2025,2024-10-30,True
240.0,240.0,41.0,92.0,0.446,14.0,33.0,0.424,10.0,12.0,0.833,12.0,35.0,47.0,19.0,9.0,6.0,13.0,18.0,106.0,,,0.545,0.522,0.359,0.13,25.0,72.9,49.0,46.3,9.3,11.1,11.8,100.0,109.8,108.7,,,10.0,24.0,0.75,3.0,9.0,1.0,6.0,6.0,1.0,3.0,10.0,12.0,6.0,3.0,2.0,3.0,4.0,25.0,16.0,14.0,0.788,0.875,0.5,0.75,27.0,34.4,27.0,38.5,5.3,8.0,24.4,31.0,151.0,119.0,POR,106,0,1,240.0,240.0,41.0,90.0,0.456,13.0,36.0,0.361,10.0,18.0,0.556,13.0,36.0,49.0,26.0,10.0,5.0,14.0,19.0,105.0,,,0.536,0.528,0.4,0.2,27.1,75.0,51.0,63.4,10.4,8.5,12.5,100.0,108.7,109.8,,,11.0,22.0,1.0,5.0,11.0,0.5,3.0,6.0,1.0,4.0,8.0,12.0,10.0,3.0,2.0,5.0,4.0,30.0,21.5,8.0,1.0,1.0,0.75,2.5,18.0,33.2,19.9,47.4,7.6,9.8,31.3,45.6,183.0,121.0,LAC,105,1,2025,2024-10-30,True
240.0,240.0,41.0,90.0,0.456,13.0,36.0,0.361,10.0,18.0,0.556,13.0,36.0,49.0,26.0,10.0,5.0,14.0,19.0,105.0,,,0.536,0.528,0.4,0.2,27.1,75.0,51.0,63.4,10.4,8.5,12.5,100.0,108.7,109.8,,,11.0,22.0,1.0,5.0,11.0,0.5,3.0,6.0,1.0,4.0,8.0,12.0,10.0,3.0,2.0,5.0,4.0,30.0,21.5,8.0,1.0,1.0,0.75,2.5,18.0,33.2,19.9,47.4,7.6,9.8,31.3,45.6,183.0,121.0,LAC,105,1,0,240.0,240.0,41.0,92.0,0.446,14.0,33.0,0.424,10.0,12.0,0.833,12.0,35.0,47.0,19.0,9.0,6.0,13.0,18.0,106.0,,,0.545,0.522,0.359,0.13,25.0,72.9,49.0,46.3,9.3,11.1,11.8,100.0,109.8,108.7,,,10.0,24.0,0.75,3.0,9.0,1.0,6.0,6.0,1.0,3.0,10.0,12.0,6.0,3.0,2.0,3.0,4.0,25.0,16.0,14.0,0.788,0.875,0.5,0.75,27.0,34.4,27.0,38.5,5.3,8.0,24.4,31.0,151.0,119.0,POR,106,0,2025,2024-10-30,False
240.0,240.0,41.0,80.0,0.513,15.0,41.0,0.366,22.0,25.0,0.88,8.0,26.0,34.0,27.0,10.0,2.0,19.0,25.0,119.0,,,0.654,0.606,0.513,0.313,23.5,68.4,47.2,65.9,10.0,3.7,17.3,100.0,119.4,106.4,,,11.0,14.0,0.8,6.0,9.0,0.667,10.0,11.0,1.0,3.0,5.0,7.0,8.0,4.0,1.0,3.0,5.0,33.0,32.4,25.0,1.019,1.0,0.667,0.917,17.8,100.0,59.7,44.5,8.0,3.7,28.6,27.5,182.0,116.0,BRK,119,0,1,240.0,240.0,38.0,81.0,0.469,8.0,27.0,0.296,22.0,29.0,0.759,12.0,26.0,38.0,27.0,9.0,3.0,22.0,21.0,106.0,,,0.565,0.519,0.333,0.358,31.6,76.5,52.8,71.1,9.0,7.7,19.0,100.0,106.4,119.4,,,10.0,16.0,1.0,3.0,6.0,1.0,7.0,10.0,1.0,5.0,6.0,8.0,11.0,3.0,1.0,5.0,4.0,30.0,25.0,5.0,1.028,1.0,1.0,0.833,24.6,42.2,23.9,60.9,5.1,6.4,36.1,32.4,221.0,128.0,MEM,106,1,2025,2024-10-30,True
240.0,240.0,38.0,81.0,0.469,8.0,27.0,0.296,22.0,29.0,0.759,12.0,26.0,38.0,27.0,9.0,3.0,22.0,21.0,106.0,,,0.565,0.519,0.333,0.358,31.6,76.5,52.8,71.1,9.0,7.7,19.0,100.0,106.4,119.4,,,10.0,16.0,1.0,3.0,6.0,1.0,7.0,10.0,1.0,5.0,6.0,8.0,11.0,3.0,1.0,5.0,4.0,30.0,25.0,5.0,1.028,1.0,1.0,0.833,24.6,42.2,23.9,60.9,5.1,6.4,36.1,32.4,221.0,128.0,MEM,106,1,0,240.0,240.0,41.0,80.0,0.513,15.0,41.0,0.366,22.0,25.0,0.88,8.0,26.0,34.0,27.0,10.0,2.0,19.0,25.0,119.0,,,0.654,0.606,0.513,0.313,23.5,68.4,47.2,65.9,10.0,3.7,17.3,100.0,119.4,106.4,,,11.0,14.0,0.8,6.0,9.0,0.667,10.0,11.0,1.0,3.0,5.0,7.0,8.0,4.0,1.0,3.0,5.0,33.0,32.4,25.0,1.019,1.0,0.667,0.917,17.8,100.0,59.7,44.5,8.0,3.7,28.6,27.5,182.0,116.0,BRK,119,0,2025,2024-10-30,False
240.0,240.0,40.0,82.0,0.488,18.0,40.0,0.45,18.0,20.0,0.9,7.0,35.0,42.0,30.0,8.0,4.0,11.0,16.0,116.0,,,0.639,0.598,0.488,0.244,17.9,83.3,51.9,75.0,8.6,9.8,10.8,100.0,124.9,115.2,,,17.0,25.0,1.0,4.0,11.0,0.8,7.0,8.0,1.0,3.0,13.0,14.0,9.0,2.0,2.0,3.0,5.0,44.0,35.8,15.0,1.0,1.0,1.0,0.444,13.4,35.2,19.9,51.6,4.4,10.1,30.4,36.0,217.0,123.0,NYK,116,0,1,240.0,240.0,37.0,81.0,0.457,17.0,40.0,0.425,16.0,24.0,0.667,7.0,32.0,39.0,27.0,6.0,3.0,10.0,17.0,107.0,,,0.584,0.562,0.494,0.296,16.7,82.1,48.1,73.0,6.5,7.1,9.8,100.0,115.2,124.9,,,12.0,20.0,0.667,8.0,13.0,0.667,5.0,8.0,1.0,2.0,6.0,8.0,7.0,2.0,3.0,4.0,4.0,34.0,30.4,2.0,1.0,1.0,1.0,0.857,8.4,30.1,17.4,46.0,3.0,20.9,27.1,29.3,180.0,129.0,MIA,107,1,2025,2024-10-30,True
240.0,240.0,37.0,81.0,0.457,17.0,40.0,0.425,16.0,24.0,0.667,7.0,32.0,39.0,27.0,6.0,3.0,10.0,17.0,107.0,,,0.584,0.562,0.494,0.296,16.7,82.1,48.1,73.0,6.5,7.1,9.8,100.0,115.2,124.9,,,12.0,20.0,0.667,8.0,13.0,0.667,5.0,8.0,1.0,2.0,6.0,8.0,7.0,2.0,3.0,4.0,4.0,34.0,30.4,2.0,1.0,1.0,1.0,0.857,8.4,30.1,17.4,46.0,3.0,20.9,27.1,29.3,180.0,129.0,MIA,107,1,0,240.0,240.0,40.0,82.0,0.488,18.0,40.0,0.45,18.0,20.0,0.9,7.0,35.0,42.0,30.0,8.0,4.0,11.0,16.0,116.0,,,0.639,0.598,0.488,0.244,17.9,83.3,51.9,75.0,8.6,9.8,10.8,100.0,124.9,115.2,,,17.0,25.0,1.0,4.0,11.0,0.8,7.0,8.0,1.0,3.0,13.0,14.0,9.0,2.0,2.0,3.0,5.0,44.0,35.8,15.0,1.0,1.0,1.0,0.444,13.4,35.2,19.9,51.6,4.4,10.1,30.4,36.0,217.0,123.0,NYK,116,0,2025,2024-10-30,False
240.0,240.0,35.0,85.0,0.412,12.0,36.0,0.333,11.0,13.0,0.846,13.0,39.0,52.0,22.0,6.0,6.0,22.0,8.0,93.0,,,0.513,0.482,0.424,0.153,27.7,88.6,57.1,62.9,6.1,12.5,19.5,100.0,94.1,106.2,,,7.0,16.0,0.583,3.0,7.0,0.75,4.0,4.0,1.0,4.0,7.0,9.0,9.0,2.0,3.0,4.0,3.0,18.0,16.2,6.0,0.742,0.722,0.8,0.8,16.4,55.7,33.7,63.8,3.3,11.0,40.0,27.2,234.0,112.0,SAS,93,0,1,240.0,240.0,41.0,89.0,0.461,17.0,41.0,0.415,6.0,8.0,0.75,5.0,34.0,39.0,28.0,18.0,6.0,14.0,15.0,105.0,,,0.567,0.556,0.461,0.09,11.4,72.3,42.9,68.3,18.2,12.2,13.1,100.0,106.2,94.1,,,7.0,20.0,0.833,6.0,10.0,1.0,2.0,2.0,1.0,3.0,7.0,7.0,8.0,4.0,2.0,5.0,3.0,20.0,21.2,19.0,1.111,1.111,1.0,0.333,13.0,36.9,19.1,44.9,8.9,7.8,31.5,35.7,200.0,110.0,OKC,105,1,2025,2024-10-30,False
240.0,240.0,41.0,89.0,0.461,17.0,41.0,0.415,6.0,8.0,0.75,5.0,34.0,39.0,28.0,18.0,6.0,14.0,15.0,105.0,,,0.567,0.556,0.461,0.09,11.4,72.3,42.9,68.3,18.2,12.2,13.1,100.0,106.2,94.1,,,7.0,20.0,0.833,6.0,10.0,1.0,2.0,2.0,1.0,3.0,7.0,7.0,8.0,4.0,2.0,5.0,3.0,20.0,21.2,19.0,1.111,1.111,1.0,0.333,13.0,36.9,19.1,44.9,8.9,7.8,31.5,35.7,200.0,110.0,OKC,105,1,0,240.0,240.0,35.0,85.0,0.412,12.0,36.0,0.333,11.0,13.0,0.846,13.0,39.0,52.0,22.0,6.0,6.0,22.0,8.0,93.0,,,0.513,0.482,0.424,0.153,27.7,88.6,57.1,62.9,6.1,12.5,19.5,100.0,94.1,106.2,,,7.0,16.0,0.583,3.0,7.0,0.75,4.0,4.0,1.0,4.0,7.0,9.0,9.0,2.0,3.0,4.0,3.0,18.0,16.2,6.0,0.742,0.722,0.8,0.8,16.4,55.7,33.7,63.8,3.3,11.0,40.0,27.2,234.0,112.0,SAS,93,0,2025,2024-10-30,True
240.0,240.0,36.0,78.0,0.462,15.0,36.0,0.417,18.0,22.0,0.818,12.0,37.0,49.0,23.0,4.0,5.0,17.0,25.0,105.0,,,0.599,0.558,0.462,0.282,29.3,82.2,57.0,63.9,4.4,9.8,16.2,100.0,116.0,104.9,,,9.0,18.0,0.75,5.0,10.0,0.714,6.0,6.0,1.0,5.0,14.0,14.0,7.0,2.0,3.0,5.0,6.0,23.0,16.6,18.0,0.81,0.833,1.0,2.0,32.8,42.6,31.2,32.6,2.9,8.2,69.4,28.4,159.0,113.0,DET,105,0,1,240.0,240.0,33.0,79.0,0.418,8.0,28.0,0.286,21.0,28.0,0.75,8.0,29.0,37.0,17.0,7.0,4.0,9.0,21.0,95.0,,,0.52,0.468,0.354,0.354,17.8,70.7,43.0,51.5,7.7,9.5,9.0,100.0,104.9,116.0,,,12.0,25.0,0.75,2.0,10.0,0.667,6.0,7.0,1.0,4.0,7.0,11.0,7.0,2.0,1.0,2.0,4.0,32.0,24.5,7.0,1.0,1.0,0.75,1.2,15.3,29.4,22.1,45.0,5.6,34.8,33.3,34.7,128.0,125.0,PHI,95,1,2025,2024-10-30,True
240.0,240.0,33.0,79.0,0.418,8.0,28.0,0.286,21.0,28.0,0.75,8.0,29.0,37.0,17.0,7.0,4.0,9.0,21.0,95.0,,,0.52,0.468,0.354,0.354,17.8,70.7,43.0,51.5,7.7,9.5,9.0,100.0,104.9,116.0,,,12.0,25.0,0.75,2.0,10.0,0.667,6.0,7.0,1.0,4.0,7.0,11.0,7.0,2.0,1.0,2.0,4.0,32.0,24.5,7.0,1.0,1.0,0.75,1.2,15.3,29.4,22.1,45.0,5.6,34.8,33.3,34.7,128.0,125.0,PHI,95,1,0,240.0,240.0,36.0,78.0,0.462,15.0,36.0,0.417,18.0,22.0,0.818,12.0,37.0,49.0,23.0,4.0,5.0,17.0,25.0,105.0,,,0.599,0.558,0.462,0.282,29.3,82.2,57.0,63.9,4.4,9.8,16.2,100.0,116.0,104.9,,,9.0,18.0,0.75,5.0,10.0,0.714,6.0,6.0,1.0,5.0,14.0,14.0,7.0,2.0,3.0,5.0,6.0,23.0,16.6,18.0,0.81,0.833,1.0,2.0,32.8,42.6,31.2,32.6,2.9,8.2,69.4,28.4,159.0,113.0,DET,105,0,2025,2024-10-30,False
240.0,240.0,45.0,95.0,0.474,12.0,39.0,0.308,18.0,21.0,0.857,12.0,29.0,41.0,28.0,10.0,3.0,17.0,19.0,120.0,,,0.576,0.537,0.411,0.221,27.9,82.9,52.6,62.2,9.4,5.9,14.0,100.0,112.8,125.0,,,12.0,28.0,1.0,4.0,13.0,1.0,7.0,7.0,1.0,6.0,11.0,17.0,15.0,3.0,2.0,4.0,5.0,35.0,30.9,2.0,1.333,1.333,0.8,0.6,16.6,37.4,25.9,58.0,3.9,5.4,24.0,33.4,257.0,132.0,ATL,120,0,1,240.0,240.0,47.0,89.0,0.528,16.0,38.0,0.421,23.0,25.0,0.92,6.0,31.0,37.0,32.0,10.0,5.0,16.0,21.0,133.0,,,0.665,0.618,0.427,0.281,17.1,72.1,47.4,68.1,9.4,8.9,13.8,100.0,125.0,112.8,,,11.0,18.0,0.8,4.0,11.0,1.0,8.0,8.0,1.0,4.0,7.0,9.0,9.0,3.0,4.0,5.0,4.0,27.0,26.7,23.0,0.907,0.893,0.786,0.625,15.9,31.4,19.8,36.7,4.3,14.8,33.3,34.0,156.0,123.0,WAS,133,1,2025,2024-10-30,False
240.0,240.0,47.0,89.0,0.528,16.0,38.0,0.421,23.0,25.0,0.92,6.0,31.0,37.0,32.0,10.0,5.0,16.0,21.0,133.0,,,0.665,0.618,0.427,0.281,17.1,72.1,47.4,68.1,9.4,8.9,13.8,100.0,125.0,112.8,,,11.0,18.0,0.8,4.0,11.0,1.0,8.0,8.0,1.0,4.0,7.0,9.0,9.0,3.0,4.0,5.0,4.0,27.0,26.7,23.0,0.907,0.893,0.786,0.625,15.9,31.4,19.8,36.7,4.3,14.8,33.3,34.0,156.0,123.0,WAS,133,1,0,240.0,240.0,45.0,95.0,0.474,12.0,39.0,0.308,18.0,21.0,0.857,12.0,29.0,41.0,28.0,10.0,3.0,17.0,19.0,120.0,,,0.576,0.537,0.411,0.221,27.9,82.9,52.6,62.2,9.4,5.9,14.0,100.0,112.8,125.0,,,12.0,28.0,1.0,4.0,13.0,1.0,7.0,7.0,1.0,6.0,11.0,17.0,15.0,3.0,2.0,4.0,5.0,35.0,30.9,2.0,1.333,1.333,0.8,0.6,16.6,37.4,25.9,58.0,3.9,5.4,24.0,33.4,257.0,132.0,ATL,120,0,2025,2024-10-30,True
240.0,240.0,40.0,97.0,0.412,8.0,34.0,0.235,20.0,27.0,0.741,18.0,32.0,50.0,21.0,4.0,4.0,10.0,20.0,108.0,,,0.496,0.454,0.351,0.278,40.0,76.2,57.5,52.5,4.3,7.3,8.4,100.0,117.0,110.5,,,9.0,21.0,1.0,3.0,9.0,0.5,7.0,9.0,1.0,6.0,12.0,12.0,4.0,1.0,1.0,5.0,4.0,23.0,14.3,12.0,1.0,1.0,0.6,0.563,18.4,37.8,19.0,36.1,5.2,4.7,18.3,42.3,219.0,118.0,HOU,108,0,1,240.0,240.0,39.0,85.0,0.459,10.0,30.0,0.333,14.0,20.0,0.7,10.0,27.0,37.0,21.0,6.0,7.0,10.0,27.0,102.0,,,0.544,0.518,0.353,0.235,23.8,60.0,42.5,53.8,6.5,11.1,9.6,100.0,110.5,117.0,,,12.0,25.0,1.0,5.0,9.0,0.833,4.0,4.0,1.0,4.0,8.0,9.0,7.0,3.0,3.0,3.0,5.0,29.0,23.1,10.0,1.064,1.0,1.0,3.0,36.1,22.8,17.4,30.1,4.6,10.1,34.7,34.2,150.0,128.0,DAL,102,1,2025,2024-10-31,True
240.0,240.0,39.0,85.0,0.459,10.0,30.0,0.333,14.0,20.0,0.7,10.0,27.0,37.0,21.0,6.0,7.0,10.0,27.0,102.0,,,0.544,0.518,0.353,0.235,23.8,60.0,42.5,53.8,6.5,11.1,9.6,100.0,110.5,117.0,,,12.0,25.0,1.0,5.0,9.0,0.833,4.0,4.0,1.0,4.0,8.0,9.0,7.0,3.0,3.0,3.0,5.0,29.0,23.1,10.0,1.064,1.0,1.0,3.0,36.1,22.8,17.4,30.1,4.6,10.1,34.7,34.2,150.0,128.0,DAL,102,1,0,240.0,240.0,40.0,97.0,0.412,8.0,34.0,0.235,20.0,27.0,0.741,18.0,32.0,50.0,21.0,4.0,4.0,10.0,20.0,108.0,,,0.496,0.454,0.351,0.278,40.0,76.2,57.5,52.5,4.3,7.3,8.4,100.0,117.0,110.5,,,9.0,21.0,1.0,3.0,9.0,0.5,7.0,9.0,1.0,6.0,12.0,12.0,4.0,1.0,1.0,5.0,4.0,23.0,14.3,12.0,1.0,1.0,0.6,0.563,18.4,37.8,19.0,36.1,5.2,4.7,18.3,42.3,219.0,118.0,HOU,108,0,2025,2024-10-31,False
240.0,240.0,42.0,82.0,0.512,18.0,39.0,0.462,23.0,28.0,0.821,8.0,31.0,39.0,29.0,12.0,4.0,12.0,20.0,125.0,,,0.663,0.622,0.476,0.341,19.5,67.4,44.8,69.0,12.3,6.9,11.3,100.0,127.9,121.7,,,11.0,18.0,1.0,5.0,9.0,0.833,13.0,15.0,1.0,4.0,6.0,7.0,11.0,4.0,2.0,4.0,5.0,40.0,39.1,20.0,1.182,1.188,0.75,0.833,26.9,27.6,19.0,42.3,10.4,4.8,27.9,31.8,226.0,133.0,PHO,125,0,1,240.0,240.0,45.0,93.0,0.484,12.0,35.0,0.343,17.0,21.0,0.81,15.0,33.0,48.0,27.0,8.0,8.0,14.0,22.0,119.0,,,0.582,0.548,0.376,0.226,32.6,80.5,55.2,60.0,8.2,18.6,12.0,100.0,121.7,127.9,,,9.0,21.0,0.9,4.0,11.0,1.0,6.0,7.0,1.0,5.0,10.0,12.0,13.0,3.0,4.0,6.0,5.0,25.0,23.2,4.0,0.902,0.9,0.75,1.0,14.7,32.8,18.6,51.1,6.1,20.8,50.0,35.4,165.0,136.0,LAC,119,1,2025,2024-10-31,True
240.0,240.0,45.0,93.0,0.484,12.0,35.0,0.343,17.0,21.0,0.81,15.0,33.0,48.0,27.0,8.0,8.0,14.0,22.0,119.0,,,0.582,0.548,0.376,0.226,32.6,80.5,55.2,60.0,8.2,18.6,12.0,100.0,121.7,127.9,,,9.0,21.0,0.9,4.0,11.0,1.0,6.0,7.0,1.0,5.0,10.0,12.0,13.0,3.0,4.0,6.0,5.0,25.0,23.2,4.0,0.902,0.9,0.75,1.0,14.7,32.8,18.6,51.1,6.1,20.8,50.0,35.4,165.0,136.0,LAC,119,1,0,240.0,240.0,42.0,82.0,0.512,18.0,39.0,0.462,23.0,28.0,0.821,8.0,31.0,39.0,29.0,12.0,4.0,12.0,20.0,125.0,,,0.663,0.622,0.476,0.341,19.5,67.4,44.8,69.0,12.3,6.9,11.3,100.0,127.9,121.7,,,11.0,18.0,1.0,5.0,9.0,0.833,13.0,15.0,1.0,4.0,6.0,7.0,11.0,4.0,2.0,4.0,5.0,40.0,39.1,20.0,1.182,1.188,0.75,0.833,26.9,27.6,19.0,42.3,10.4,4.8,27.9,31.8,226.0,133.0,PHO,125,0,2025,2024-10-31,False
240.0,240.0,41.0,96.0,0.427,9.0,42.0,0.214,8.0,19.0,0.421,9.0,29.0,38.0,20.0,10.0,4.0,10.0,27.0,99.0,,,0.474,0.474,0.438,0.198,15.5,80.6,40.4,48.8,9.6,7.4,8.7,100.0,95.3,117.4,,,17.0,22.0,1.0,3.0,7.0,1.0,3.0,8.0,1.0,5.0,10.0,11.0,6.0,4.0,1.0,2.0,5.0,37.0,32.0,10.0,1.0,1.0,1.0,2.0,17.5,39.8,21.6,34.4,6.7,18.8,100.0,35.5,195.0,125.0,MIL,99,0,1,240.0,240.0,43.0,82.0,0.524,8.0,28.0,0.286,28.0,31.0,0.903,7.0,49.0,56.0,26.0,6.0,3.0,17.0,21.0,122.0,,,0.638,0.573,0.341,0.378,19.4,84.5,59.6,60.5,5.8,5.6,15.1,100.0,117.4,95.3,,,9.0,16.0,1.0,3.0,6.0,0.5,6.0,7.0,1.0,2.0,9.0,10.0,14.0,2.0,1.0,3.0,4.0,26.0,29.2,30.0,1.017,1.0,1.0,1.0,11.2,25.8,17.7,82.9,2.8,51.8,22.7,32.6,210.0,103.0,MEM,122,1,2025,2024-10-31,False
240.0,240.0,43.0,82.0,0.524,8.0,28.0,0.286,28.0,31.0,0.903,7.0,49.0,56.0,26.0,6.0,3.0,17.0,21.0,122.0,,,0.638,0.573,0.341,0.378,19.4,84.5,59.6,60.5,5.8,5.6,15.1,100.0,117.4,95.3,,,9.0,16.0,1.0,3.0,6.0,0.5,6.0,7.0,1.0,2.0,9.0,10.0,14.0,2.0,1.0,3.0,4.0,26.0,29.2,30.0,1.017,1.0,1.0,1.0,11.2,25.8,17.7,82.9,2.8,51.8,22.7,32.6,210.0,103.0,MEM,122,1,0,240.0,240.0,41.0,96.0,0.427,9.0,42.0,0.214,8.0,19.0,0.421,9.0,29.0,38.0,20.0,10.0,4.0,10.0,27.0,99.0,,,0.474,0.474,0.438,0.198,15.5,80.6,40.4,48.8,9.6,7.4,8.7,100.0,95.3,117.4,,,17.0,22.0,1.0,3.0,7.0,1.0,3.0,8.0,1.0,5.0,10.0,11.0,6.0,4.0,1.0,2.0,5.0,37.0,32.0,10.0,1.0,1.0,1.0,2.0,17.5,39.8,21.6,34.4,6.7,18.8,100.0,35.5,195.0,125.0,MIL,99,0,2025,2024-10-31,True
240.0,240.0,38.0,92.0,0.413,12.0,43.0,0.279,18.0,23.0,0.783,11.0,31.0,42.0,25.0,17.0,7.0,11.0,17.0,106.0,,,0.519,0.478,0.467,0.25,22.4,67.4,44.2,65.8,17.2,14.0,9.7,100.0,107.4,89.2,,,9.0,20.0,0.8,4.0,13.0,0.5,6.0,7.0,1.0,2.0,7.0,9.0,10.0,5.0,5.0,3.0,4.0,25.0,27.3,43.0,0.919,0.9,1.0,0.8,9.4,22.6,13.6,100.0,8.8,14.3,50.0,31.1,232.0,105.0,SAS,106,0,1,240.0,240.0,32.0,82.0,0.39,7.0,32.0,0.219,17.0,19.0,0.895,15.0,38.0,53.0,19.0,6.0,6.0,26.0,19.0,88.0,,,0.487,0.433,0.39,0.232,32.6,77.6,55.8,59.4,6.1,12.2,22.3,100.0,89.2,107.4,,,6.0,14.0,0.667,3.0,9.0,0.5,6.0,6.0,1.0,4.0,7.0,11.0,5.0,2.0,3.0,7.0,5.0,16.0,12.8,8.0,0.833,0.833,0.857,0.667,15.3,24.9,20.2,32.8,4.6,10.7,43.6,31.5,128.0,114.0,UTA,88,1,2025,2024-10-31,True
